Area;Circ.;Feret;FeretX;FeretY;FeretAngle;MinFeret;AR;Round;Solidity
1112250;765;44969;1791500;618500;41845;33321;1267;790;943
434750;742;31662;2109000;599000;15573;22274;1276;784;936
1304250;771;47802;2749000;589500;142651;40226;1035;967;951
849000;722;42851;2583500;602500;168559;23860;1734;577;952
1794750;827;57489;54500;604000;166931;41500;1314;761;975
1898000;693;70564;507000;657000;87563;41763;1532;653;971
1194000;729;49649;1990000;608000;18800;40177;1138;879;960
2928000;781;76904;915000;647000;36274;54394;1353;739;963
2039250;768;64498;983500;651000;82875;41236;1489;671;971
1731750;779;59298;1430000;639000;61274;42675;1220;819;967
396250;759;28040;1906000;588000;93066;18822;1427;701;938
1308500;712;55376;2022500;623500;39872;35938;1417;706;962
2261000;784;63026;642000;604500;148958;48331;1131;884;971
1682250;770;58181;690500;589000;114362;42169;1344;744;971
1749000;808;59129;1214000;637000;48085;39424;1356;738;979
50000;605;12042;1689500;598500;41634;7157;1936;516;839
321250;664;30537;2171500;597000;177184;17149;1970;508;925
1069000;808;45235;2374000;612000;13422;34710;1170;855;962
1226250;815;47101;2681000;630500;52765;35907;1183;845;965
782500;722;42252;1552000;597000;159206;23768;1617;618;961
1719750;717;57055;1741000;642500;41091;44185;1172;853;967
803000;792;38659;2852500;591500;95194;28733;1225;816;964
1255500;742;52655;195000;604000;149783;34830;1504;665;964
103000;606;19704;1979500;609500;54293;10104;1799;556;890
321500;640;32280;2511000;594500;106189;16449;1764;567;930
91750;657;16125;325000;604000;29745;6980;2273;440;915
584500;756;35440;1141500;619000;16390;22784;1510;662;947
1468000;799;56225;2123500;617000;9211;32404;1700;588;974
847250;714;41967;2202500;598500;158325;32598;1179;849;958
176500;625;21829;142000;618000;69905;13458;1668;600;901
459500;798;30956;1652000;624000;58878;22575;1256;796;953
119000;686;18601;312000;613000;53746;11783;1512;661;928
711500;545;48065;558000;624500;2981;25913;2053;487;895
754750;777;37316;608000;598500;107949;30395;1168;856;952
1446000;829;47056;2419000;602500;132847;40854;1090;917;965
1437500;751;57786;818500;656000;80538;39195;1438;695;950
196500;756;22743;1676500;614500;33341;13682;1638;610;947
289750;748;25710;1953500;609000;13496;14221;1781;561;949
1223750;750;51208;732500;606500;153935;35864;1448;691;961
561500;670;39319;2083500;611500;172694;23334;1555;643;944
1374250;801;48749;896500;600500;111038;38133;1095;914;969
144500;669;20988;1172000;601500;167619;9500;2100;476;934
300250;761;24135;1470000;605000;140042;17197;1305;766;931
960500;752;45047;16500;620500;171060;31011;1288;776;958
2278250;806;64856;1849000;646500;27553;48759;1301;769;976
1542500;816;51364;2249000;649000;48552;40817;1128;887;973
230750;612;29415;312000;619500;31799;11534;2503;399;922
382750;647;32928;1611500;628500;48077;17899;1703;587;942
371000;781;26907;1634000;624000;48013;17577;1326;754;962
626000;774;33679;2180000;608500;139214;27284;1017;983;959
381500;729;28657;2286000;623500;42879;18306;1569;637;948
2175750;815;62444;2556500;648500;24102;49693;1189;841;967
27750;808;7810;634500;605500;140194;5500;1166;858;917
120250;614;20718;187000;625000;70253;10000;1898;527;916
272500;724;27354;2325000;612000;161896;14508;1920;521;939
3038750;702;81187;1160000;674000;49246;55548;1570;637;913
219750;771;22023;1908500;616000;177397;15743;1136;880;919
393750;593;39000;1978000;613500;157380;16239;2349;426;938
174500;665;22589;1123000;631500;84920;13529;1502;666;904
641000;597;47461;1516000;640500;41583;17653;2758;363;948
200750;651;22456;1933000;617500;11560;14575;1625;615;915
1093500;778;43566;143000;619500;170754;35312;1153;867;954
15500;838;6103;636500;617000;55008;3500;1617;618;939
1204750;762;47413;2072500;612000;117646;37479;1104;906;964
223750;536;26315;2351000;612000;165700;14500;2190;457;831
1951000;743;66830;2614000;640000;9039;40353;1642;609;931
233250;600;24703;2791500;631500;35942;16405;1371;730;912
166000;693;18722;2831000;627500;55886;12476;1416;706;922
422500;764;32280;777500;625000;16189;19131;1684;594;950
5913000;800;98322;1551500;698500;55987;78320;1174;851;959
607500;850;31313;2305500;623500;160408;27287;1108;903;965
226250;702;21966;121500;621000;168179;13265;1486;673;924
1051250;767;44637;1828000;659000;85503;29669;1390;719;961
1676000;850;53824;1946500;660000;54834;43479;1151;868;978
1243250;678;53540;1462500;639500;11310;35557;1508;663;914
973000;641;47257;2218500;656000;60180;33292;1242;805;904
404250;798;29125;422000;633500;34509;21022;1275;784;955
1544750;715;63186;1667000;622500;140136;33573;1888;530;967
507250;765;31293;635500;617500;102926;24357;1250;800;951
501250;755;32315;1907000;617500;98005;24131;1206;829;940
864500;784;45541;1924500;662500;81158;26000;1656;604;964
1112500;685;52424;2094500;661500;57068;33245;1583;632;943
1454500;760;54829;2795500;665500;61098;34966;1576;635;964
548250;817;29908;97000;639500;38211;22988;1226;816;953
4170500;769;90616;2477000;704500;72665;61420;1451;689;962
404750;629;37263;239000;624000;168389;15665;2246;445;940
1062500;741;48564;1077500;618500;151060;29000;1634;612;958
3018750;825;71767;2347500;672000;39346;57821;1171;854;973
1624500;794;51442;2710000;620000;117810;44810;1069;935;946
1047750;750;49422;273000;645500;25787;27663;1858;538;968
1039250;842;43226;1133500;621000;119827;35049;1180;848;969
1288500;792;49510;1791000;620000;110082;37316;1209;827;964
442000;657;33801;2051500;649500;60781;22768;1314;761;939
548000;793;36235;2764000;648000;50599;22678;1513;661;964
1736500;726;56080;2500;658000;21991;46214;1275;784;913
222250;782;19723;2341500;638500;59534;17039;1103;906;934
366500;778;28623;2542000;648500;62987;17000;1642;609;975
1461500;717;53444;1656000;675500;79216;35307;1465;683;962
598750;679;39115;2821500;652000;32471;24772;1436;696;951
746250;759;37583;187500;626000;123056;27284;1395;717;956
1002750;757;45500;481500;666000;67380;30759;1256;796;965
2117250;679;76859;505500;683000;48428;43402;1626;615;932
4207000;848;82037;557500;626000;134012;71664;1090;918;982
485000;666;34234;715500;642500;6710;21981;1442;694;935
825250;765;42544;2014000;629500;150422;28329;1364;733;961
513250;781;29841;2286000;624500;148707;25000;1101;908;958
1846500;740;65376;1328000;625000;96147;40763;1563;640;969
661500;769;35784;1609000;638000;15396;25285;1269;788;954
75250;662;16101;800000;640000;64231;8500;1824;548;923
122750;631;19105;2746500;631000;6009;8674;2144;466;896
737250;743;40140;2856500;630500;129440;23455;1684;594;949
512500;750;31016;133000;655500;69228;23034;1098;911;944
470500;674;36770;447000;626500;135000;18481;1871;534;944
1625000;727;61735;2129000;662500;28018;32619;1740;575;961
695250;681;43786;2521000;627000;96557;20000;2125;471;968
13500;513;8016;2533000;627000;176424;3000;2510;398;837
965500;728;51100;54500;660000;36646;30432;1538;650;954
129250;704;17671;2452500;637000;25115;12492;1192;839;904
44750;721;10198;779000;629500;101310;7607;1282;780;865
935750;742;44969;1979500;660000;41845;32899;1374;728;963
1764750;819;57987;215000;679500;44301;41508;1338;747;970
208500;787;20396;2675000;640000;168690;14690;1305;766;937
482000;783;31089;838000;652000;27801;24037;1195;837;946
292000;700;26387;1241000;644000;9819;15564;1500;666;914
360250;767;27586;2186000;651000;43531;19500;1179;848;952
479000;746;33144;2735500;656000;33930;23653;1206;829;962
638000;628;46992;386500;656000;20556;20008;2211;452;943
3672000;812;83416;1244000;688500;39894;62937;1265;791;981
1696750;796;56569;768000;690000;81870;40486;1293;773;967
336000;766;25739;787000;657500;65925;17879;1238;808;942
429500;758;30203;863000;653500;19335;22600;1221;819;937
242250;780;21219;2324000;651500;34439;16981;1270;788;947
2128250;707;69771;1045000;697000;62700;50168;1328;753;940
590500;718;34645;1725500;669000;69734;27069;1287;777;948
220500;649;24910;1884000;646000;169592;12350;1956;511;908
123250;709;16560;257500;638500;151113;10691;1336;749;911
317000;741;26401;689000;653500;24624;18421;1289;776;933
321000;716;26505;2439000;641500;144211;17584;1373;728;933
108000;689;16325;800500;641000;139970;9665;1568;638;922
1482250;559;68648;1186000;686000;26378;38270;2058;486;844
444750;682;33064;165000;647000;159647;18550;1545;647;924
162750;517;26926;2207000;638500;111801;10617;2441;410;888
334750;763;25986;301000;654500;11094;18102;1461;684;949
378250;727;31257;422000;654000;7352;18067;1617;618;946
2157750;769;67502;1418000;657500;179576;39460;1629;614;976
1408250;766;50120;1733500;664000;28610;41025;1201;833;966
430500;804;27203;89000;666500;72897;22627;1182;846;952
671250;781;37121;120000;640500;94635;25394;1461;684;954
222000;613;26043;643500;647500;176698;11065;2347;426;918
769000;723;44365;2287000;670500;39971;29326;1481;675;962
1881750;778;65364;1482000;694000;50587;43603;1428;700;973
2268750;798;70018;2600000;710000;78048;47823;1427;701;973
1006500;729;47215;2658500;673000;24394;29214;1577;634;923
4346500;756;85564;2409000;723000;70189;71514;1168;856;933
1376500;827;49216;702500;658000;159171;37916;1248;801;969
73750;793;12420;678500;653500;49899;9500;1145;874;952
1586250;798;52158;876500;679000;29268;44043;1009;991;946
749500;632;42793;964500;672000;30160;28919;1334;750;836
1775500;718;58252;1085500;648500;147265;43602;1260;794;909
1310250;726;52273;2243000;663500;14967;39220;1298;771;914
1062000;772;48083;2047500;669500;16928;29279;1554;644;965
2532500;838;65622;2807500;685500;19125;51692;1214;824;966
868750;775;39699;1867500;654500;130914;28370;1294;773;959
1150500;771;50695;133500;656500;165141;33960;1411;709;963
235000;789;21477;259000;650000;167905;15000;1399;715;933
77250;665;16008;667500;660000;51340;8102;2112;473;898
761750;739;42991;1829500;678500;33136;23408;1676;597;956
1402250;777;54589;2763500;649500;118443;33073;1598;626;966
575250;720;36359;2892500;679500;58496;21995;1471;680;942
2414250;799;61946;630000;649000;117392;54705;1094;914;963
117000;661;18035;1904000;662500;46123;9232;1996;501;891
75750;545;17692;2541000;661500;42709;8807;1932;518;892
7219000;789;116559;2538000;764500;80618;90542;1317;759;950
243500;525;32202;2218000;664000;25769;11243;2868;349;924
326250;654;29841;327000;650500;98673;14759;1932;518;928
2162500;741;59666;435500;699500;50440;52000;1175;851;921
1253500;783;51152;921000;683000;39447;35071;1318;759;969
1103000;737;47056;1621500;653500;132847;36314;1296;772;962
64500;694;13086;2886000;663500;83418;8029;1618;618;867
1147500;763;49056;993500;662000;150038;31559;1568;638;953
1042750;795;46824;2169500;660000;173254;32341;1396;716;962
325000;729;26315;797000;672500;38830;19198;1353;739;910
1081750;828;42146;819000;690000;48366;35170;1087;920;965
368000;696;29774;2324000;652500;139086;19103;1263;792;951
580250;804;34004;281500;653500;126027;26081;1176;851;963
404500;689;31816;2018500;653500;149808;20604;1375;727;948
663500;737;35306;1992000;667500;167735;25149;1310;764;951
620000;796;34205;420000;654500;105255;23775;1387;721;953
739250;770;37696;668000;661000;158199;27721;1237;808;959
640250;800;34004;848000;659000;143973;28153;1074;931;960
202000;617;26239;784000;678000;59036;12340;1945;514;912
300500;704;25495;2638000;655500;138180;18081;1121;892;930
948500;793;42465;2678000;678500;12236;29234;1342;745;956
3022750;775;72127;19500;673000;150058;55290;1197;835;976
464750;687;32500;1781500;656000;149490;18493;1693;591;936
88750;654;15075;1942500;671000;84289;11025;1267;789;868
950000;721;46760;374000;666500;155353;29976;1509;663;922
265000;759;22192;1819500;657000;112521;17679;1064;940;948
174750;627;24052;2735000;665500;20695;9000;2412;415;961
5073750;814;97603;1359000;736500;53541;71373;1220;820;981
565750;723;39205;1895500;689500;52253;21072;1900;526;950
1461500;749;53759;169000;695500;43493;39708;1276;784;966
425000;761;28657;1135500;680500;47121;23186;1143;875;968
1214500;757;50658;2130500;693500;41399;31113;1463;684;965
1716750;843;53891;1943000;692000;27041;43543;1179;848;974
1497750;818;49980;236000;682000;160115;43600;1115;897;971
575000;756;33242;311000;693500;74291;25433;1200;833;932
256000;764;22461;351500;672000;163179;16795;1250;800;938
222000;747;23114;1925500;663500;128853;15142;1539;650;930
2115500;801;62837;2096500;723000;64047;47215;1290;775;961
661000;810;36541;2873000;697500;73301;25948;1426;701;959
1450250;774;53935;96000;717000;79315;34114;1511;662;960
2192750;737;73371;1654500;688500;14604;41974;1799;556;957
2993250;789;77631;2188000;716000;24749;56094;1379;725;953
85500;728;15338;1728000;679000;70974;8485;1673;598;887
1937500;759;58380;1849000;721500;73583;45273;1125;889;951
1721000;669;71437;2720500;670000;144975;34709;2161;463;968
181500;671;21708;2796000;666500;97943;10000;1947;514;955
3230000;746;84837;2905000;750000;79816;58456;1445;692;958
335250;761;27322;482000;667000;145437;17000;1376;726;960
991500;787;43709;1207000;695500;35690;29370;1388;720;966
3473000;742;83206;1729000;680000;146023;58354;1296;772;949
1903750;797;61729;2007500;711500;35106;42832;1313;762;974
2729250;755;80774;2273500;707000;24503;49151;1675;597;973
378750;655;32718;980500;674500;141203;20795;1521;657;938
2287000;792;64856;1810500;673000;115577;48633;1243;805;965
1732250;764;56626;114500;712500;29055;44977;1225;817;950
641250;618;42980;312000;694500;29249;26177;1466;682;948
2494750;755;73056;796000;746000;78152;48237;1536;651;937
241750;768;23049;964500;692000;49399;14887;1228;814;955
355250;663;29129;2348000;673500;129428;15973;1581;633;929
1436000;767;57090;2618500;702500;17324;33812;1617;619;965
1070250;682;51732;350500;674000;122768;31320;1712;584;940
370250;591;32070;947500;701500;59036;17389;1732;577;862
488250;779;29095;537000;693500;19058;25504;1085;922;949
1322750;751;50220;1144000;716000;35272;36590;1248;802;967
293500;695;27074;1772000;681500;175764;14277;1830;546;926
1163250;733;48541;1519500;723000;78111;36551;1157;864;956
825000;742;41140;671000;693500;16232;31305;1272;786;957
470000;791;30008;1912500;687000;169439;23905;1205;830;942
414500;675;33425;749000;676500;124641;18471;2028;493;906
918500;712;48283;2059500;676500;105619;26197;1835;545;960
734000;724;39395;1305500;713500;66038;25411;1593;628;944
635750;776;35641;2368000;701500;34136;24000;1317;759;971
47750;681;12083;2667500;677500;155556;7425;1610;621;897
1980250;727;63018;1422000;678000;128234;47723;1362;734;971
348000;674;30017;284000;679000;150018;19938;1416;706;948
320250;785;25244;1106000;688500;172030;18983;1259;794;947
357750;728;30104;1991500;679000;122106;19799;1432;698;939
1085000;794;45105;2159000;709500;31399;33225;1264;791;960
157250;744;18507;852000;679500;91548;13395;1163;860;904
102250;683;18035;1126500;679500;136123;9621;1798;556;917
985000;676;50085;371500;680500;121945;29971;1615;619;943
2145500;853;61400;853000;724000;30324;49853;1148;871;980
470000;723;33144;208000;701500;33930;21539;1515;660;952
323500;788;24824;1186000;702000;55670;20096;1106;904;951
1771750;683;58234;1593000;720000;29867;44167;1010;990;902
878250;688;47024;1701000;720000;54958;30702;1482;675;956
1732500;768;56615;706500;730000;51814;44724;1325;755;954
3316000;709;89202;454000;755000;52745;53446;1729;578;940
272250;739;23854;2677000;684000;123024;18307;1332;751;933
1273250;744;54002;2691000;704000;179469;37578;1255;797;952
1449250;826;51276;920000;684000;113565;39487;1208;828;971
156000;599;22561;1001500;684000;167196;10267;2076;482;912
345750;710;29129;2253500;709000;50572;18192;1455;687;950
711250;727;39756;565000;686000;140102;23994;1647;607;956
865750;757;39825;596500;697000;151504;33213;1123;891;960
365500;660;29841;404500;694500;171327;17346;1750;571;896
779250;814;36346;2802000;722500;82093;30878;1035;967;968
122750;702;16978;2860000;703500;76373;10376;1511;662;890
275000;772;22204;1021500;694500;172235;18744;1077;928;937
1421500;779;53949;812500;732500;55574;39542;1192;839;974
1098250;831;43246;1903000;731000;79340;34301;1176;850;963
251500;683;27830;1089000;691000;162216;15815;1643;609;917
2671500;735;70889;1243500;689500;117288;56015;1152;868;960
835250;764;41692;1638500;728000;67433;25275;1525;656;961
857750;830;39538;2329500;705000;170538;31316;1156;865;959
4483750;805;88060;959000;769500;56581;69234;1233;811;954
331500;785;24627;1974000;702000;174174;18201;1186;843;927
802250;805;37202;1562000;714500;36254;30000;1083;923;980
2390500;779;70146;1104000;753500;59597;49395;1394;717;974
527750;743;36056;1924000;717000;19440;22286;1611;621;950
1498250;735;51971;2110500;720000;30018;44014;1093;915;955
1142000;821;44936;515000;728500;34574;36000;1047;955;976
588750;784;32206;669000;695000;117759;25993;1216;822;950
2876250;752;78772;260000;743500;28843;47232;1500;667;968
2168250;789;67641;1467500;745500;48296;46770;1322;757;978
162500;680;21219;1008500;696000;145561;12949;1380;725;915
3922000;819;80352;136000;756000;38938;66366;1217;822;967
1996000;825;58194;214500;705500;139879;48614;1059;944;974
2141750;784;64002;1198500;704000;134050;45227;1315;761;949
449250;807;27951;2863000;724000;63435;21523;1183;845;952
119750;746;16101;2780000;701000;126158;9500;1383;723;960
109250;744;16378;1552500;699500;121264;8500;1782;561;974
450250;605;39157;2821500;711000;5128;17055;2342;427;939
1919500;772;56890;399000;723500;12693;49937;1068;936;957
5867750;740;113772;1315000;812000;79875;78696;1317;759;961
397750;594;37736;2444500;725500;32005;18385;2000;500;946
257500;540;31257;207000;702000;97352;13807;2631;380;921
65500;666;14089;553000;703000;152526;8000;1588;630;919
594750;641;41319;1185000;703000;111286;18054;2418;414;958
162500;662;22853;1957500;707500;169919;11157;1937;516;907
750500;737;44071;2368500;703000;155179;23000;1848;541;965
1951750;798;60828;2477500;705500;133668;47439;1200;833;974
1209250;722;54374;2596000;752500;65556;31570;1791;558;960
6404000;802;110114;2605000;754000;13658;79372;1302;768;955
1364500;570;63018;1422000;704000;128234;31105;2255;444;913
1465000;774;52175;1658500;741500;39946;39228;1135;881;955
58250;683;12619;1997000;712500;33690;8288;1376;727;874
448000;732;30203;633500;711000;160665;23005;1325;755;940
3202500;740;88414;707000;769000;46375;49935;1692;591;977
873500;813;40302;330000;705500;127439;30578;1273;786;963
1152000;765;45069;2729000;720000;160560;37392;1097;911;963
380250;673;31800;2250500;712500;163560;16765;1708;586;939
1441750;625;63640;2928500;769000;81870;39920;1615;619;929
725500;716;38639;1860500;723500;169563;29791;1328;753;955
720500;772;37553;2304000;720000;176947;26032;1406;711;952
1289000;748;49822;1144500;717500;148543;37516;1111;900;967
412250;763;29547;691500;709000;113962;19258;1484;674;956
277500;778;23717;1956000;709000;108435;17665;1395;717;939
443250;765;30401;68500;715500;143696;22969;1277;783;950
1019500;769;44635;557500;754000;77053;31257;1379;725;954
1771500;803;54374;2035500;760000;65556;41809;1224;817;969
919000;742;45222;2152000;737500;18034;27000;1634;612;973
328000;690;28970;1971500;739000;68749;16299;1736;576;927
1435750;800;52347;1976000;737500;17223;38702;1272;786;967
816000;807;41310;2771000;715000;141882;29345;1327;753;960
1484500;822;50232;2819000;712000;112225;42275;1138;879;969
321000;682;27459;580500;735500;56889;19895;1347;742;930
237250;743;23420;2363000;735000;73887;14446;1344;744;906
1565250;809;53759;97500;717500;133493;39197;1260;794;970
106250;547;20000;895500;729500;53130;9218;2149;465;868
233500;548;27244;2229500;732000;42769;11632;2545;393;905
179750;674;21101;2848500;730500;53673;12079;1434;697;914
6313750;780;114971;1506000;810000;46939;83384;1310;763;965
1029500;822;43165;49000;755000;64622;34245;1178;849;963
241250;754;22550;2073000;724500;3814;15367;1350;740;923
1185500;753;49563;1904500;742500;30964;34615;1471;680;931
2352000;801;72293;580000;746500;12787;46358;1551;645;974
529000;726;35850;356000;746000;50092;22344;1538;650;951
188000;595;26101;2091000;732500;16699;10961;2429;412;902
140750;636;20881;2284000;722000;163301;11053;1796;557;902
819000;752;42077;2713500;760500;69842;28500;1461;684;964
1560250;769;57866;662500;721500;96450;40074;1417;706;957
1771500;727;56727;1591500;775500;49289;44705;1060;944;970
531750;705;35777;1692000;743000;26565;21500;1467;681;971
2848250;747;70230;2854000;785000;64712;58037;1209;827;917
6028000;830;100131;2221500;737500;132774;79732;1169;855;975
2294750;833;69231;2342500;722500;100823;48929;1358;736;967
217500;766;22327;1840500;736500;34046;13500;1617;618;945
260500;717;25942;2392000;737500;27553;12993;1929;518;952
901250;760;43900;381500;724000;142869;29917;1440;694;960
133500;575;21587;2195000;731500;13392;7777;2881;347;913
496750;819;29741;2364500;736000;153004;25500;1062;941;967
3419750;802;83585;808000;792000;48395;61275;1284;779;975
122000;707;18337;1725000;743000;78996;11000;1741;574;930
385250;706;29682;2444000;727000;147381;18000;1358;736;956
94000;792;13038;2215500;733000;4399;10561;1160;862;903
996250;791;41067;2412500;755000;42039;33540;1071;934;962
2615750;765;71568;2116500;726000;97224;54500;1206;829;937
1326250;776;52479;900500;731500;149036;34470;1446;692;967
2823000;747;75042;1746500;772000;34961;48797;1411;709;973
437000;715;30154;1634000;752000;49708;20096;1354;738;952
65000;698;13210;2298000;740500;60524;7775;1541;649;878
409750;728;30529;503000;757000;58392;20805;1402;713;940
960750;745;46457;864500;729500;145968;32000;1329;752;943
519750;686;31627;1809500;729500;129226;26407;1057;946;942
1616500;700;61583;503500;776500;47632;41255;1441;694;933
130000;611;18507;708000;748000;51582;12383;1291;774;883
63250;578;13901;1403000;742500;37694;9076;1318;759;886
81000;787;12748;1898000;742000;48180;9014;1334;750;910
1548750;748;57276;1361500;772500;45000;41537;1075;930;957
747000;674;42793;188000;768000;30160;24047;1537;651;960
359750;754;30364;1942000;748500;17241;17353;1680;595;947
757750;812;38030;2194500;732500;129130;27876;1318;759;967
501000;667;37030;1729000;743000;177678;22358;1522;657;936
510750;757;33768;2067500;752000;27324;21873;1419;705;958
543750;798;31567;66000;750500;29407;26000;1103;907;954
1059250;806;44478;299000;760000;21084;33145;1354;739;962
2479250;754;70831;1414000;735000;120548;44585;1436;696;974
711500;754;41049;776500;735500;124077;27187;1453;688;951
1925000;755;62710;1849500;737500;142125;44376;1082;924;945
781500;758;38897;2299500;740500;133958;26095;1388;720;960
1104500;751;51790;2733500;761500;15110;30901;1713;584;967
466000;686;36201;2394500;767000;57407;21616;1459;686;952
561250;757;37636;690000;737000;109398;19500;1802;555;966
391250;702;30566;1840500;737500;105173;20740;1422;703;942
1773500;791;60638;1961500;797500;76651;44379;1348;742;949
110500;710;17029;343500;752000;49764;9839;1676;597;909
1367500;765;51264;2149000;743500;159444;36000;1348;742;976
85000;529;15524;2579000;747500;165069;11509;1338;747;851
1889250;713;70528;635500;811000;80204;44521;1316;760;952
177000;733;19059;1093500;741500;94514;13408;1230;813;898
349750;628;30761;1244000;749500;172528;18484;1602;624;923
1683000;770;55714;2772500;779000;21038;40797;1295;772;960
532250;801;31149;1183500;746500;161274;24219;1286;778;952
2657750;738;73145;1467000;747000;121300;51465;1211;826;974
944000;706;48541;1632500;760500;11889;25961;1774;564;957
589000;701;40028;1898000;743000;115925;22569;1670;599;951
1406250;781;51793;1993500;755000;149226;41392;1182;846;967
4990000;760;92534;236500;834000;75288;77714;1242;805;939
207750;602;26401;282500;755500;24624;13417;1851;540;914
799500;721;42048;464500;758500;154654;29885;1367;731;961
1401750;668;55913;1156500;796500;62289;42287;1189;841;924
2257750;803;69522;1676500;763500;172977;39500;1680;595;981
883250;838;41869;2442000;775500;40156;31137;1332;751;966
2516500;770;66115;336000;769500;7824;52617;1199;834;956
3068250;740;80276;392500;796000;26246;57125;1364;733;943
1450000;810;49862;566000;795000;74291;37809;1215;823;970
98000;665;14773;268000;750500;156038;11814;1261;793;908
1826500;784;65898;2475000;748500;138691;41639;1476;677;973
95000;771;13946;2515500;753500;165466;9899;1205;830;887
2273000;796;71626;2557000;764500;161692;48423;1461;684;971
1122500;788;47434;1916500;779500;34695;34200;1396;716;966
294750;776;25456;2376000;750500;135000;17950;1131;884;980
1180000;818;46011;49500;756500;137643;37312;1116;896;967
2552250;819;67897;1226500;751000;99324;49926;1336;749;977
992500;678;50799;982000;775000;6216;28916;1676;597;957
1009250;680;49076;1048500;768000;171209;27269;1606;623;953
1610250;651;64933;1094500;761500;150474;40374;1480;676;915
714750;722;40302;2039500;780500;37439;24290;1598;626;952
1789250;705;59414;848500;806000;46364;45993;1269;788;922
974500;745;43618;1257500;766000;151966;34388;1284;779;933
1194250;796;47397;1818000;757500;133290;34217;1338;747;962
420500;717;32932;2070000;771500;30069;18835;1652;605;949
261500;760;22299;86500;774500;47726;18000;1155;865;944
593250;681;40066;282500;756500;119124;22098;1791;558;947
1757500;689;62340;890500;763000;149115;43767;1511;662;920
1485000;785;53689;2395000;768500;147938;41487;1196;836;971
457250;672;36390;119000;764000;167300;19886;1818;550;936
107500;737;14637;2522500;763000;172147;10463;1276;784;902
268250;738;23005;103000;759000;137643;18499;1139;878;929
1042500;767;45607;758500;803500;74745;34008;1322;756;949
185750;800;18608;938500;767500;173830;15295;1078;928;921
290250;828;24398;2825500;759500;135830;17000;1215;823;970
622250;857;30700;2912500;790000;73926;27500;1037;965;961
2801500;713;71891;1591500;776500;156644;55401;1064;940;939
1115000;866;43417;2705500;795500;51546;34000;1135;881;979
777000;765;39386;682000;802000;81973;31014;1253;798;951
1639500;768;54392;2173500;811000;60843;43399;1142;875;970
551000;750;32882;2208000;768000;134384;25823;1229;814;965
2129500;786;61614;1184000;764500;105051;50578;1126;888;970
1032750;728;43661;1658500;804500;66371;33606;1113;899;959
554000;750;32928;2927000;786500;41923;25521;1135;881;948
205000;733;20304;597000;783000;52001;15500;1119;893;930
1877000;791;60374;2525500;772500;153435;43310;1353;739;950
5162500;761;97572;467000;767500;109456;72609;1308;765;962
2409000;742;65391;524500;827500;66571;51159;1055;948;972
81250;720;14422;609000;779500;56310;7505;1792;558;946
1141500;782;47713;1043000;816000;84588;32504;1468;681;962
1640000;792;55752;186500;769000;124403;43054;1281;781;977
1469500;806;49092;302500;794000;176496;42242;1111;900;967
1311000;734;52031;2305000;774000;160346;39803;1238;808;961
2685250;808;66483;2376500;833500;74291;52380;1263;792;966
1295000;780;51054;2471500;769500;98448;35078;1339;747;965
720750;786;35735;706000;770000;107928;29574;1031;970;957
626750;706;40302;781000;772000;127439;24827;1511;662;954
4589000;786;90898;948500;777500;158374;66800;1270;787;976
637750;771;37047;2738500;790500;31759;21000;1568;638;978
238750;600;28293;730000;790500;43568;16080;1785;560;923
562250;759;34713;2074000;781500;168366;24749;1293;774;942
800750;751;40636;145000;779000;145528;26946;1304;767;949
91000;679;15297;2059500;779000;11310;9649;1492;670;883
1233250;704;51478;1730500;783000;155925;37389;1416;706;959
103250;664;16771;2146500;779500;10305;7974;2104;475;896
3665000;678;94590;1360500;775000;153977;52434;1889;529;959
300000;857;24135;86500;775500;129958;17500;1204;830;971
1380500;795;52022;103500;779000;144782;41892;1174;852;970
1225500;756;46931;1061000;806000;38946;35971;1284;779;961
261250;711;24910;2442500;797000;51520;15882;1568;638;956
157000;594;21219;2686500;783000;145561;13554;1511;662;900
1084750;730;51347;1876500;807500;22319;30861;1618;618;965
934500;646;46618;1554500;806500;38468;33136;1244;804;952
1036750;737;47950;1778500;804500;11427;30289;1461;684;956
3201750;814;74701;2799500;786000;154636;60724;1160;862;978
753250;777;36892;2046000;783500;122829;30000;1202;832;967
2365000;841;61092;605000;840500;79150;52105;1106;905;976
491500;757;32608;1856500;780500;125640;25114;1232;812;958
932250;774;45368;1982500;812500;31938;29983;1466;682;961
973500;791;44142;2126500;797500;170218;30442;1352;739;956
1377250;670;59093;645000;835500;66038;32173;1920;521;929
104000;634;17103;2035000;798000;74745;10094;1748;572;875
71500;629;14142;2771000;788500;8130;7861;1751;571;877
2290250;729;72156;1923000;849500;69305;44090;1660;602;944
657000;736;43200;2067500;783000;106128;22000;1807;553;973
705500;788;38269;2879500;787000;151091;25168;1363;734;960
2214750;789;61703;1680500;821000;37427;48534;1260;794;974
2335250;740;65691;2680000;849000;85635;50822;1280;782;919
587750;696;37530;2633000;789000;2291;22500;1463;684;956
2507750;733;72681;2767000;851500;64316;57330;1125;889;942
540000;647;39941;2855000;786000;124287;21870;1766;566;950
150000;699;17755;836000;802500;57653;12004;1350;741;907
598250;690;37832;1245500;812500;29275;24925;1254;798;944
1273000;829;44385;1280000;828500;67479;38659;1069;936;967
696000;807;33615;2614500;817500;59621;28401;1150;869;956
772750;795;38685;2914000;791000;153104;27500;1335;749;965
1146000;750;48345;1446500;817000;10729;32480;1279;782;964
