Area;Circ.;Feret;FeretX;FeretY;FeretAngle;MinFeret;AR;Round;Solidity
982000;741;48826;359000;1030500;145008;26102;1880;532;962
396750;724;29347;289000;1049500;66930;19574;1285;778;936
1501250;771;52719;412500;1030000;125348;41240;1269;788;959
307250;737;28182;387000;1028000;154799;16617;1598;626;940
240000;650;27295;1954000;1027000;151557;12645;2033;492;924
753250;761;41680;835500;1038500;169634;25322;1601;625;952
1388750;784;54537;2252500;1040500;2102;39000;1377;726;971
5681000;727;112744;1159500;1043500;160842;69037;1579;633;961
1918500;747;70308;2805500;1033000;146310;42840;1637;611;975
8267000;742;122534;456000;1044000;138308;94996;1196;836;947
486500;730;31567;2012000;1038000;150593;24875;1128;887;956
296750;677;28504;1499500;1056000;68385;17500;1421;704;944
704500;819;34311;946500;1032000;136771;29070;1065;939;964
361500;661;32191;1871000;1062500;83758;15948;1823;549;934
358500;657;31149;1891000;1060500;71274;19976;1672;598;877
3059250;683;77162;1995500;1108000;86285;64632;1147;872;890
318000;756;25554;338500;1032000;149421;19500;1223;818;950
85750;584;16800;2645000;1045500;53471;9120;2060;485;889
2586250;701;68250;71500;1087500;39053;57258;1110;901;931
1642000;785;51471;2595500;1043000;140123;43480;1154;867;967
255500;697;25539;272000;1034500;113051;14092;1904;525;925
2191750;793;66115;1297500;1052500;149556;48950;1285;778;971
4207250;723;100056;1807500;1034500;134798;68055;1501;666;935
1240500;751;51735;2114500;1045000;145235;35869;1343;744;961
302250;639;29770;1271500;1037000;150852;16785;1844;542;917
230500;690;23754;2789000;1052000;49268;14878;1465;683;942
5016250;847;89045;282500;1058500;147381;73233;1205;830;976
1305250;773;52652;872500;1052500;175643;36528;1436;696;966
738750;729;39157;1910500;1075000;84872;28388;1268;789;924
452500;735;34004;1946000;1052500;19767;21135;1531;653;938
1422750;827;48448;2155000;1044000;136254;39182;1084;922;971
6923250;746;112528;2205500;1037000;128143;94472;1104;906;935
1201500;742;52347;2394000;1048000;162777;34000;1487;672;963
442750;615;36797;729000;1064000;42797;17503;2205;453;939
3392500;826;75961;1375000;1112000;73951;61241;1237;808;980
496000;745;33305;125500;1052000;7765;23890;1444;693;943
817250;765;38344;2297500;1053500;167957;32605;1139;878;952
338250;727;29125;406500;1069500;78111;15000;1806;554;957
6496750;791;107384;745500;1122000;48965;80333;1305;766;964
530750;761;31800;823000;1048000;143310;22649;1427;701;946
251250;702;24520;2758000;1063000;50793;15233;1591;628;928
1147250;784;44911;2091500;1041500;101560;37082;1118;894;957
90750;657;14807;2773000;1054500;11689;9848;1490;671;897
1106000;707;56436;2441000;1046500;150255;32240;1707;586;964
367750;733;27518;347000;1053500;2083;19434;1293;773;937
2587250;806;66994;2556000;1106000;57496;54599;1064;940;975
634250;728;36912;2638500;1081500;65171;22763;1668;599;953
1594000;796;56289;146500;1065500;18113;41500;1396;716;977
37250;380;15116;2441500;1050000;124216;5231;3187;314;784
614500;768;32653;933000;1082500;78518;27058;1138;879;946
106500;621;17614;2804000;1050500;96520;7884;2194;456;876
1783000;712;64994;1503000;1116000;82930;39377;1536;651;955
36000;753;8559;1944500;1061500;83290;6718;1080;926;867
3141000;784;73051;2771500;1056000;107939;60357;1240;807;946
1396750;721;56294;2891000;1079000;167692;39295;1441;694;931
473000;791;31536;113000;1064000;177274;23935;1224;817;950
163750;710;20863;375000;1053500;135971;10604;1846;542;914
412500;740;29568;849500;1067500;3879;21137;1387;721;939
1245250;693;55184;1266500;1081000;175323;35417;1477;677;958
1298750;724;54781;2040500;1054500;111413;31567;1647;607;962
217000;655;23648;2281500;1064000;166551;15621;1485;673;918
1877000;691;70230;1590500;1055500;115288;34976;1908;524;963
1692250;799;59816;948500;1062500;141789;39107;1428;701;975
1622250;689;62678;1949000;1115000;68962;42067;1566;639;913
1160000;772;48301;2653000;1082500;27096;35238;1338;747;961
932750;779;43500;1910000;1087500;43603;31005;1315;761;958
408750;736;30083;1878500;1086500;74578;19500;1515;660;953
331250;697;30842;679000;1058500;109904;15371;2028;493;947
718000;678;43829;2690500;1088000;27150;25222;1586;631;931
48500;581;13946;2754000;1058500;104534;6500;2084;480;872
51750;763;10966;391000;1067500;43152;6781;1389;720;912
350000;792;27933;652000;1081500;44275;19278;1249;801;967
1330750;774;53782;2066500;1063500;106750;36529;1426;701;968
2617750;812;67742;2303000;1096500;171511;54969;1235;809;973
525750;595;43200;2372000;1082500;16128;20472;2277;439;927
291750;699;29125;1892000;1063000;124509;16509;1568;638;954
605000;757;35132;356500;1068500;155624;27126;1123;891;954
356500;695;31504;632500;1089500;54039;17517;1520;658;951
5503000;771;96313;1626000;1142500;35918;77024;1216;822;933
33000;656;10198;2278500;1074500;78690;5458;1703;587;860
222500;692;22804;140000;1087500;74745;16076;1168;856;910
199500;720;22204;1690000;1073000;172235;14095;1411;709;918
225750;732;22051;384500;1072000;3900;14713;1386;722;930
2043000;714;70507;408500;1070500;131262;42497;1557;642;970
1495000;776;51793;2723500;1073500;130301;39085;1403;713;932
184250;669;21095;2806000;1069000;174560;14666;1479;676;911
366250;689;29470;53500;1096000;75256;19034;1456;687;934
1652250;755;55500;879500;1067500;108925;39319;1387;721;966
551000;697;36678;2525000;1100000;62387;22862;1471;680;948
352500;668;29347;2859000;1084000;8820;19639;1275;784;929
2620250;689;80812;175000;1090000;150739;46164;1784;561;929
3695500;760;85513;848500;1068000;91005;62741;1367;731;963
8039500;772;125850;2121000;1069500;99837;89600;1409;710;954
712750;744;39661;2284000;1103500;56310;29309;1252;799;958
244000;600;24910;2596500;1095000;79592;18136;1173;853;909
877000;711;43365;693000;1076500;159057;25567;1638;611;955
358250;582;36222;2827000;1077500;6340;12446;2901;345;953
4696750;667;103302;248000;1093500;143463;74865;1504;665;869
508000;755;34655;908500;1076000;133831;21742;1511;662;958
1390000;784;54521;996500;1076500;132026;33649;1562;640;968
532750;758;33380;663000;1108000;73465;23335;1358;736;939
813000;693;48231;1703500;1082500;160626;23168;2170;461;962
469000;763;32268;2504500;1077500;102529;20500;1366;732;951
154000;630;21708;2616500;1085000;7943;11452;1951;513;905
119500;728;16070;2814000;1082500;174644;10481;1418;705;904
142000;678;20353;121000;1078500;152176;11352;1594;627;921
775250;733;38243;2173000;1113500;64440;29681;1127;887;942
223250;694;25283;1536000;1094500;24538;12817;1922;520;939
2018250;800;61516;1419000;1080500;109466;42702;1367;731;972
765500;784;38949;2870000;1112500;29197;30767;1239;807;945
86250;688;14603;935000;1093000;51953;9780;1380;725;891
189250;725;20718;1143500;1087500;171674;14296;1220;819;906
7360500;813;116324;1535500;1096000;135522;84465;1310;764;964
659750;747;39205;2379000;1106000;37747;23343;1548;646;968
3535000;806;77190;117000;1130500;10072;64110;1106;904;964
1599750;774;53033;370000;1093500;151260;38049;1297;771;969
32000;690;8732;1259500;1087500;23629;6718;1309;764;837
93000;705;16155;2370500;1082500;111801;8000;1940;516;920
857750;761;45453;2639000;1082500;129644;27921;1649;607;966
2392000;835;63325;2669000;1119000;21297;51031;1230;813;980
354500;630;31241;1805500;1083500;129806;16296;2051;487;930
260000;698;25831;1879000;1104500;42647;15825;1510;662;925
1228000;782;53115;2820000;1092000;157297;31500;1694;590;978
296750;540;31599;1267000;1090000;175462;17501;1808;553;916
3794000;776;90732;1273000;1117000;7282;56694;1582;632;972
851500;750;43200;2596500;1096500;163872;30003;1332;751;954
1281500;776;48626;685500;1136500;85872;38771;1181;847;930
1300750;808;47982;1107500;1101500;146476;40068;1045;957;973
1032250;723;48104;1229500;1121000;20695;30008;1693;591;959
4137750;744;88460;1899000;1088000;98451;65734;1343;745;926
2546000;710;77448;935500;1094000;133692;45384;1566;639;953
1519250;776;57959;2896500;1112500;10437;36500;1501;666;971
635750;766;37716;1150500;1119500;38541;25980;1304;767;960
2827500;821;70230;1782500;1096000;121314;55872;1196;836;967
1053750;783;45544;1996500;1110000;2517;34182;1303;767;962
1125750;711;46739;702500;1101500;152613;34527;1206;829;937
806500;769;38685;1963500;1108000;165784;31643;1068;936;955
86000;638;16711;358500;1106500;51072;7913;1922;520;908
174250;643;23420;1084000;1099500;163887;10805;2061;485;915
3359500;803;73302;1041000;1103500;126401;61765;1034;967;964
1222000;708;53956;1181000;1096000;150584;29695;1729;578;962
492250;634;37316;1745500;1107500;17949;23558;1452;689;941
1306750;795;49396;2512000;1109500;158629;39250;1122;891;964
1085000;724;47566;2559000;1127500;39883;32463;1412;708;949
556500;678;38148;654000;1098500;100574;24273;1541;649;939
1116500;768;45831;2276000;1125500;6892;36001;1281;781;961
68750;693;14577;2370000;1098500;120964;7305;1816;551;935
393500;638;31753;992000;1132000;82763;17871;1756;570;936
280250;519;33234;550500;1102000;135000;17678;1665;601;908
999500;731;45069;899500;1120000;160560;32273;1186;843;960
3597250;796;82257;2795000;1125500;147662;62044;1275;784;979
530750;829;32311;1826500;1122000;21801;23000;1343;745;971
2148500;804;65017;345000;1167000;69753;48560;1317;759;976
2639750;767;70755;1841500;1167000;57995;52730;1209;827;957
951000;778;44037;2038000;1125500;12458;30636;1414;707;960
273500;594;30810;1099000;1109000;138289;13017;2515;398;912
557250;703;38003;2379000;1107000;147355;24666;1459;685;930
1795500;813;55902;2370000;1107500;100305;45397;1242;805;969
952500;764;46141;1507000;1148000;60101;31570;1312;762;961
1057250;740;49649;1357500;1157500;80727;27508;1764;567;965
3779500;721;88006;1395000;1109000;90651;59426;1490;671;912
230000;705;25739;1950000;1132000;60945;14500;1522;657;942
4911250;783;93039;2599500;1145500;173830;67004;1345;744;969
170500;558;22500;1001500;1110500;143130;15428;1349;741;896
496500;683;34514;2598500;1145000;88340;19755;1508;663;938
1788750;655;70342;2728500;1110500;104826;41686;1573;636;953
8544500;748;123658;2486000;1232000;78099;100318;1028;973;941
2047000;777;67315;2174000;1114000;111801;44067;1453;688;969
2625250;773;70000;2748000;1179000;53130;50430;1248;801;972
1927750;705;73410;780500;1124000;155879;40292;1814;551;970
145750;758;19138;1488500;1128000;33275;11805;1702;588;931
2462000;762;69723;1150000;1120500;132384;52220;1366;732;954
793000;732;39966;2325500;1145500;46521;30696;1099;910;956
152500;635;18668;1033000;1117500;97696;15014;1163;860;898
1360250;711;60558;1230500;1122000;161715;33802;1575;635;963
3170500;726;82712;182500;1136000;162770;59431;1344;744;973
1242500;763;46960;1984500;1129000;161372;39110;1085;921;962
3130250;825;68516;396500;1153500;13935;63103;1047;955;977
584000;635;40719;590000;1137000;24677;24787;1581;633;942
303250;766;23691;881500;1137000;44145;17219;1418;705;936
220250;768;20156;1456500;1120500;133995;15514;1284;779;934
1324000;774;52154;639500;1122500;94399;36012;1519;658;963
1642000;826;52462;686500;1137500;157590;44923;1141;876;973
1749750;790;59609;726500;1139000;171802;42680;1377;726;969
856500;734;40389;1228000;1123000;105068;32224;1268;789;953
229750;712;23964;1476500;1146000;66644;15370;1487;672;937
1805750;800;54939;992500;1133000;139059;45881;1116;896;947
4285750;752;84149;2912500;1209000;86594;74289;1115;897;945
2031000;710;73282;518000;1157500;15838;37720;1938;516;969
154500;631;22500;1103500;1126000;126870;12647;1657;603;903
2140500;814;60017;1965500;1126500;100561;50609;1143;875;974
380250;605;35107;2027500;1129500;162597;17956;2151;465;889
2332500;705;74111;2210500;1163000;29505;49706;1416;706;956
839500;706;40966;2057000;1145500;160017;31178;1096;912;958
320000;718;27281;2275500;1127500;138715;15717;1566;638;935
376500;637;34004;1820500;1155500;53973;15977;2109;474;951
869250;821;43738;2550500;1171500;79461;28000;1390;719;965
1078000;703;50510;1488500;1129000;121645;29486;1579;633;922
127500;662;18385;2403500;1132000;135000;10548;1608;622;900
1180750;690;55714;465000;1137500;158962;33801;1716;583;961
989000;766;45651;1115500;1133000;151189;32013;1413;708;963
1084500;780;46811;669000;1131000;103591;31000;1489;672;954
55500;562;13829;1441500;1139000;12529;6925;2144;466;846
5136250;689;104127;865500;1151000;156512;72412;1255;797;920
85250;699;14300;2392500;1133500;143531;10120;1238;808;892
752750;660;38733;365500;1160500;39237;33274;1222;819;903
1179000;758;48283;2574000;1179000;74381;35735;1266;790;949
437250;669;35146;2298000;1136500;140194;20232;1711;585;949
2099250;736;60337;1436500;1185500;55125;51000;1067;937;943
1365250;651;59754;181000;1137500;95281;29202;1908;524;956
15750;582;7500;1335500;1142000;36870;4165;2122;471;764
454750;630;33712;589500;1138000;125340;21568;1696;590;932
223000;767;22627;2693000;1154000;45000;16000;1195;837;966
1587000;733;58052;463500;1138500;100923;39942;1167;857;964
73000;612;14983;1422000;1153000;64290;8058;1825;548;854
77500;550;15811;1431500;1149500;34695;9965;1618;618;868
3150500;721;76580;1101000;1140500;106305;59279;1219;820;926
261250;620;25495;1283000;1150500;11310;15691;1533;652;882
840750;699;42544;1309500;1145500;119578;31424;1135;881;954
989000;822;41872;2387500;1155000;168288;31571;1225;816;962
883500;665;43661;1619500;1177500;23629;33519;1123;890;908
770000;595;47566;2259000;1188000;56143;19517;2557;391;946
530750;601;43177;1508500;1149000;151654;20789;2092;478;936
4871000;747;93928;1979500;1201500;35467;74493;1129;886;919
702500;679;42154;1339500;1145500;112306;24411;1543;648;958
3236250;756;79404;2288000;1149500;126293;58832;1244;804;971
58000;512;15435;2326500;1161500;65095;7000;2358;424;901
520750;625;39147;620500;1147500;118202;20587;1843;543;936
174250;718;19138;2422000;1149500;146725;14303;1136;880;929
3423750;811;77130;546000;1195500;13496;59963;1288;776;974
2347750;701;72899;757000;1167000;162435;46273;1543;648;960
637750;817;33504;2334500;1148000;127725;28334;1080;926;961
1358500;784;48399;962500;1191500;56802;37234;1138;879;973
8920750;806;125196;1218000;1189500;176795;102965;1168;856;964
219500;633;27659;1925000;1172000;49399;13569;1945;514;937
726250;795;35419;132000;1175000;41566;29619;1096;912;960
298000;781;23071;1422000;1154000;119899;17790;1178;849;940
2236500;767;66219;824000;1164500;141746;48864;1328;753;969
838250;746;40872;1198000;1173500;14886;30022;1222;818;954
2625250;730;68390;2693000;1155000;131147;54082;1263;792;934
1294250;744;49571;1034500;1170500;8702;35289;1290;775;969
322500;727;25520;1156000;1156000;92246;20015;1099;910;928
7677000;781;118454;242500;1227000;29595;89255;1291;774;945
424750;799;27203;1815000;1172500;36027;23057;1126;888;950
114500;581;21840;2380500;1177500;74055;9000;2252;444;907
171250;657;20940;1801500;1168500;33311;13743;1355;738;912
5926500;785;102143;680000;1177500;150046;83349;1170;855;940
1209750;769;49925;501500;1170000;150611;35698;1388;721;966
1801250;811;56639;346500;1168500;137862;42000;1270;787;977
1346750;744;49702;2066500;1200500;53591;42506;1218;821;935
3643500;771;79191;2765500;1180500;3983;67433;1115;897;955
108750;469;22389;1516000;1161000;150573;10124;2278;439;918
621250;707;34442;2430500;1163000;117681;26315;1229;814;948
335500;776;27500;2357500;1162500;143130;16263;1468;681;967
2359500;679;73527;2184000;1189500;1559;46486;1546;647;883
302750;763;24166;2556000;1186000;65556;19081;1056;947;933
5724000;860;94303;1709000;1239000;34196;84500;1070;935;972
272500;617;24005;1891500;1165500;91193;19783;1027;973;888
379500;628;34442;2163500;1182500;9189;18810;1597;626;928
1355750;783;53808;387000;1170500;127828;37613;1413;708;966
514000;752;34180;1841000;1168500;95877;19500;1695;590;967
342500;762;26201;1850000;1170000;138094;19500;1130;885;959
387500;666;33738;1866500;1168500;129588;18826;1720;581;934
1281750;710;56939;1929000;1172500;149381;34482;1598;626;963
903000;756;44275;1005500;1172500;153146;29917;1465;683;959
360000;747;27735;1140000;1169500;117951;20227;1170;855;938
959000;769;42816;1401500;1204500;42634;29327;1416;706;956
556000;761;32222;1678500;1175000;138145;25875;1219;820;950
201000;521;30418;1538500;1173000;154699;10957;2893;346;915
3700500;734;84524;164500;1171000;91356;65333;1197;836;937
1383250;823;50700;638500;1208500;36983;40117;1065;939;974
2194000;798;69529;2389500;1171000;102037;42500;1530;654;977
5426500;732;108634;2585000;1177000;162316;67441;1636;611;960
1521250;761;52559;2845500;1175000;124144;42131;1212;825;964
28250;670;8322;500500;1172000;122735;6486;1218;821;859
978250;849;41596;1166500;1172500;115641;32817;1208;828;971
177000;707;20402;1185500;1173000;143973;14068;1227;815;929
1149750;771;48448;1488500;1173000;136254;33500;1189;841;977
208000;652;23377;1520000;1188500;41532;15500;1600;625;944
2035000;762;61589;1919500;1234000;82067;47469;1159;863;947
55250;623;12855;1001500;1186000;76504;6671;2112;473;863
2148000;636;68884;2106000;1173500;99189;52127;1083;923;877
568250;690;37326;2336500;1203000;39019;25102;1452;689;960
142000;721;18028;2574000;1192000;56310;13654;1296;772;922
2847000;823;74184;210500;1248500;73153;57000;1220;820;978
1618250;827;50220;437500;1227500;77347;43615;1028;973;968
407500;764;30451;622500;1178500;119511;19781;1299;770;952
1507500;772;55814;475500;1196000;161727;42223;1198;835;966
865000;645;49624;1520500;1192500;4044;25919;2034;492;914
177750;505;27771;1591000;1190000;23334;9289;3159;317;896
1330250;788;52802;2347500;1222000;52696;38891;1321;757;982
995250;777;45774;2747500;1180000;130126;35000;1195;837;973
1377500;827;48788;976500;1227500;65799;40791;1045;957;973
1143750;749;48634;2142500;1194500;165107;37092;1234;811;928
142000;486;26968;1333000;1184500;169315;9299;2828;354;898
1307500;803;46768;1615000;1215000;6137;38290;1121;892;956
1238500;768;48448;1189000;1189500;136254;36016;1296;772;961
4548000;814;83863;2555500;1268500;81773;74641;1015;985;969
4652500;768;90979;1436500;1187000;124476;69785;1189;841;936
303750;716;26505;1597000;1205500;35789;16604;1581;632;926
474000;800;30150;1657500;1196500;5711;21567;1335;749;951
929250;712;48052;1845500;1202500;167989;25612;1863;537;960
466000;692;34731;1003500;1189000;120256;21594;1444;692;944
587000;646;41140;2252000;1228500;69362;21361;2076;482;889
5901000;752;103762;763500;1198500;149604;84464;1205;830;948
2536000;770;69002;1333500;1221000;13835;48194;1273;786;974
699000;803;35089;1571000;1190000;122784;28625;1115;897;933
171000;656;21243;943000;1197500;153435;13893;1373;729;930
1774000;770;57942;1028500;1202500;140954;45680;1160;862;956
1067000;711;49204;2424000;1193000;127569;34787;1233;811;962
181500;545;26315;1074500;1193500;104300;11218;2158;463;909
1033500;815;44230;1124000;1214500;5839;33900;1171;854;959
1540750;784;57136;1688500;1194500;98556;39500;1400;714;957
315750;763;24515;527500;1203500;168232;18340;1238;808;933
1197250;734;52538;900000;1205500;177818;36273;1337;748;941
229750;610;25986;469000;1196500;120018;15029;1772;564;925
633000;511;52802;2448500;1197000;127304;21126;2495;401;940
822750;711;45708;2872000;1233000;30211;25107;1548;646;962
332750;780;28040;1820000;1218000;31139;19272;1362;734;959
4985500;670;112944;535000;1254500;25431;74457;1573;636;892
91750;377;23901;185500;1200500;105781;6218;4244;236;843
4768000;777;89006;2066000;1290500;89356;75160;1042;959;939
1209500;743;51179;2131500;1251000;75285;31665;1582;632;959
1877250;754;62859;2266000;1210000;148333;44721;1455;687;971
2924250;829;72691;308000;1245000;7907;54439;1251;799;975
2017750;721;72069;1962000;1211000;150945;42893;1611;621;954
579750;646;36892;1530000;1223000;32829;22898;1553;644;941
393250;688;31516;1562500;1203500;91818;21759;1320;757;931
81250;766;13865;1605000;1214500;25641;9003;1607;622;915
840250;732;37802;1845000;1242000;37476;33617;1032;969;960
24000;679;8382;2336500;1204500;107354;4000;2273;440;914
1285500;721;52538;1401000;1258000;87818;36576;1505;664;961
1760750;720;65181;862500;1215000;163511;37622;1778;562;953
201500;685;21030;664000;1212500;161996;14226;1237;809;917
526750;769;29741;381000;1235500;73393;26886;1008;993;946
152000;800;17205;1591000;1219500;35538;13206;1214;824;925
2192250;776;68502;2190500;1207000;127288;48678;1393;718;974
2134500;742;67082;1489500;1207500;116565;40500;1622;616;959
1962500;784;62550;2823000;1255000;34579;43586;1283;779;968
857500;750;41620;2897000;1233500;38660;30886;1318;759;960
1283000;711;59609;953500;1208000;108587;33285;1732;577;963
2020000;830;59550;1921000;1234000;166897;46823;1179;848;972
806750;831;35588;632500;1226500;4028;30638;1084;922;963
198500;709;22589;1087000;1216000;5080;12000;1983;504;951
198500;737;21829;1028000;1210500;110095;13446;1545;647;945
1833000;786;58406;1169000;1211000;122057;47399;1128;887;958
213000;745;23049;1662500;1211000;102529;14500;1518;659;936
536500;620;43174;2236000;1253000;76608;17863;2177;459;938
478250;654;33838;2676500;1235000;34160;18316;1687;593;933
886250;835;39224;2332000;1252000;78977;29219;1288;776;968
803750;824;39122;403000;1217500;141226;27754;1328;753;957
1839500;781;58310;487000;1240000;22166;44416;1247;802;970
200000;719;21523;1884500;1219000;149265;12323;1757;569;917
808000;775;39115;1004500;1215000;94399;28152;1295;772;961
558750;656;41270;1089500;1235000;19093;22477;1876;533;915
230750;670;25060;1074500;1239000;61390;13713;1742;574;919
1291000;715;54252;2170000;1271500;80451;31558;1676;597;963
1441500;719;61033;434500;1243000;18138;34429;1711;585;955
170000;732;19912;1820000;1219000;151504;12000;1411;709;952
976000;755;42217;1870000;1259000;71350;32709;1115;897;908
2016500;810;62169;655500;1240500;168871;41700;1350;741;968
803750;784;39803;1563500;1242000;26887;30406;1244;804;957
386750;596;33615;2487500;1233500;22751;18036;1620;617;927
428000;700;31468;1310000;1243000;44356;17533;1754;570;937
1547750;832;53240;1129000;1222500;104689;42426;1170;855;968
625250;698;38733;2252500;1229500;140763;22986;1725;580;950
433500;732;30104;2348000;1223000;138366;20996;1303;768;959
481750;714;31197;2371000;1243500;6442;22287;1195;837;937
3848500;801;80189;1598500;1276500;32005;68000;1100;909;953
1057000;751;45880;1209000;1267000;69590;32962;1257;796;937
545750;688;37152;1530000;1224000;151020;20500;1817;550;956
37750;664;10000;188500;1224500;126870;7200;1373;728;844
867500;700;44511;1760500;1259500;51843;25216;1630;613;950
402750;650;34533;612000;1255500;55620;16204;2096;477;934
852500;676;44660;975000;1269000;68318;31162;1381;724;957
908000;817;42901;2788000;1230000;143531;32014;1204;831;973
1112000;736;50062;211500;1249500;177138;34170;1319;758;954
1686000;743;59701;744000;1252500;158377;44201;1296;771;967
319250;804;23479;1823000;1232500;153435;20853;1077;928;948
258500;637;28231;1899000;1234500;157068;13711;2049;488;927
105250;660;16008;927000;1234000;14470;10634;1377;726;893
4993250;765;108301;2384500;1292500;28695;67699;1564;639;974
442000;715;31185;179000;1243000;167969;20718;1387;721;939
2772750;727;77801;862000;1232500;142836;44429;1696;590;974
1120750;719;53912;1025500;1232500;151771;30484;1864;536;969
333500;683;28657;1334500;1238500;173991;17172;1721;581;936
2082500;835;58645;369500;1283000;39118;47314;1222;818;971
599500;698;35415;2599000;1233500;120548;22315;1372;729;944
799000;728;38910;2472500;1269000;25907;29440;1227;815;953
375500;671;31894;2853000;1253500;13601;20000;1475;678;962
137750;581;22638;2876500;1234000;173660;10500;1994;501;920
233250;677;24668;919000;1258000;72300;12112;2063;485;923
626750;593;47151;1668000;1235500;124196;23768;1817;550;942
748500;732;43270;1074000;1257000;22416;20500;1938;516;983
394750;764;29904;2884000;1254500;20556;20079;1511;662;942
211250;716;20797;929500;1249000;170311;15062;1224;817;917
267000;613;29449;1846000;1243000;139821;13675;2066;484;921
1769750;806;57974;456500;1259000;165005;45859;1248;801;951
120750;608;19039;1326500;1258000;66801;11351;1695;590;846
1735250;775;57317;1364500;1241000;128270;41500;1295;772;936
1109000;735;45368;2129000;1279500;58062;35757;1127;888;959
247750;530;32535;627000;1252000;2643;10500;2570;389;965
985250;771;42793;2110500;1284500;83290;31791;1352;739;938
3047250;705;73062;1260000;1289000;30426;62707;1141;877;921
3260000;790;79765;1520500;1268500;4674;52607;1478;677;977
1181000;803;52617;1886500;1257000;176186;31000;1598;626;969
654750;741;36473;413000;1274000;56746;23500;1531;653;955
274250;601;29517;1235000;1244000;128811;12933;2198;455;924
248250;553;29770;1830500;1270000;60852;15910;1804;554;912
431750;654;36892;434500;1244500;122829;19059;1794;557;952
397750;742;31145;2300000;1255500;5528;18339;1625;616;948
893750;776;42573;2340500;1252000;176634;29281;1564;639;936
1469500;761;54406;262500;1251500;143973;38000;1248;801;980
2482000;776;68097;1016000;1313500;82405;52330;1263;792;970
1384000;731;50361;1999500;1255500;150890;41594;1214;823;938
286250;749;23901;1822500;1247000;105781;17492;1212;825;931
1131000;821;45804;2235500;1255000;143881;33676;1273;785;965
497000;701;34540;1980000;1248000;112109;23087;1461;684;941
114000;701;17000;1418000;1263500;61928;11469;1330;752;925
337250;734;28231;2771000;1271500;22932;16875;1563;640;945
82750;743;14080;924500;1264000;73496;9113;1460;685;886
928500;720;46328;1325500;1284500;46312;30606;1314;761;910
688250;763;38161;707500;1267500;21523;26500;1413;707;960
4947000;811;102968;586500;1279500;165087;65000;1529;654;984
1147750;778;50112;925000;1279500;12095;33000;1539;650;970
115750;697;15524;2327000;1260500;165069;10996;1255;797;918
225500;480;32898;830000;1278000;46848;13435;2281;438;912
124750;828;14841;2851000;1255000;122619;12579;1180;848;922
935250;767;42933;515500;1293500;63733;30860;1212;825;960
669000;734;37138;2273500;1282000;46637;26833;1407;710;951
178500;646;23409;2863000;1264000;19983;11000;1994;501;941
1960750;702;66772;1146500;1291000;20606;36724;1750;572;945
227750;790;20700;1255500;1272500;52853;15301;1282;780;930
202250;788;19092;1401500;1259000;135000;16000;1020;981;941
139000;664;18439;2875500;1266000;167471;13415;1220;820;908
258500;673;28377;2891500;1258500;165719;12500;2027;493;945
4708750;857;86783;1075000;1336500;64764;75160;1041;960;979
362750;747;29296;1869500;1261500;152560;18234;1546;647;937
3347750;807;74330;1940000;1260500;107216;62611;1154;867;950
1274750;725;56080;2180000;1283500;21991;32453;1852;540;968
115000;728;17614;2838000;1272500;55408;11000;1562;640;928
2026000;772;62938;1829000;1312500;51127;43340;1493;670;971
2504500;771;67106;1226000;1326000;82293;54401;1235;810;937
1612000;782;53668;238500;1310000;68694;42489;1196;836;968
2320000;750;69016;1411000;1286000;178755;47635;1451;689;961
395000;794;26833;1476000;1282000;26565;20128;1263;792;946
3069000;778;76781;2305500;1332500;60764;57539;1365;733;925
491500;606;44553;2281500;1297000;44091;14490;3114;321;948
795750;771;40636;2356500;1301000;55528;28625;1183;846;960
2031000;812;61247;688500;1275500;132022;46534;1236;809;973
646250;801;31662;1511000;1299000;74427;28741;1042;960;960
927750;715;47595;732000;1280000;170933;28323;1727;579;961
787000;683;44241;2142500;1295000;34408;27719;1638;611;955
544750;641;40660;2456500;1284500;16429;19868;2270;440;913
455250;638;35018;1123500;1271000;99866;18899;1597;626;938
562000;656;39395;550000;1271500;156038;20988;1955;511;943
147500;729;17678;1401500;1271500;118740;12500;1234;810;935
3420000;763;87933;819000;1283000;155475;51734;1649;606;979
1036750;816;42086;1891000;1280500;166954;32738;1260;793;966
3960250;705;91088;379000;1315500;2517;59196;1530;654;974
203500;665;22727;495000;1290000;39644;15545;1419;705;940
718750;823;34986;2217000;1285500;149036;28171;1168;856;955
254250;709;23564;780000;1287500;17281;16648;1499;667;935
376500;774;26005;1876000;1277500;127972;21907;1090;918;940
985500;793;43641;1597000;1278000;108020;33474;1327;753;961
245000;817;21030;2092000;1295500;28393;17000;1151;869;941
3717500;719;84376;1323500;1359000;65865;63366;1310;763;913
529750;651;40525;2027000;1291000;170770;21741;1896;527;934
232750;716;24042;2120500;1292500;16928;12929;1870;535;941
1404000;766;54562;1990500;1281000;131285;38235;1351;740;958
562250;730;35777;803000;1282000;116565;22153;1678;596;952
1778250;683;65531;1446500;1308000;1749;37465;1644;608;941
4285750;706;86193;479500;1314000;11375;75363;1062;941;912
94000;578;19105;2107000;1296500;42879;9057;1996;501;875
446750;654;36715;2248000;1303500;29358;15847;2163;462;948
4172250;819;87192;273500;1284500;112595;66228;1331;751;968
314500;500;36225;2165500;1307500;26211;16076;2243;446;906
558000;791;31820;2451000;1316000;81870;24395;1261;793;947
263750;702;25005;2067000;1291500;168465;15410;1730;578;932
