 	Area	Circ.	Feret	FeretX	FeretY	FeretAngle	MinFeret	AR	Round	Solidity
691	2496.000	0.784	64.283	1498.500	465.500	98.949	53.251	1.133	0.882	0.947
692	177.750	0.604	22.589	1051.500	466.000	117.699	12.756	1.616	0.619	0.907
693	2449.000	0.783	65.517	1667.500	486.500	169.891	51.887	1.240	0.806	0.960
694	2980.250	0.805	71.262	2432.500	471.500	149.657	59.213	1.232	0.812	0.959
695	760.250	0.744	39.386	2567.500	481.000	171.973	26.839	1.336	0.749	0.952
696	1039.250	0.785	43.200	2816.000	478.000	163.872	36.025	1.100	0.909	0.958
697	6220.250	0.767	98.633	701.000	557.500	57.841	91.157	1.024	0.976	0.941
698	1458.000	0.702	61.356	894.000	525.000	72.451	37.095	1.382	0.724	0.959
699	916.000	0.760	39.601	410.000	504.500	52.696	32.732	1.117	0.895	0.930
700	259.500	0.805	21.691	2388.500	467.500	115.974	18.642	1.026	0.975	0.950
701	422.750	0.705	33.560	916.500	471.000	146.547	21.500	1.446	0.692	0.949
702	1242.250	0.780	47.950	2174.500	479.500	168.573	39.701	1.121	0.892	0.941
703	622.000	0.665	36.201	135.000	499.500	57.407	28.362	1.218	0.821	0.945
704	1037.000	0.649	51.624	1064.000	486.500	158.405	35.029	1.250	0.800	0.936
705	1846.000	0.774	61.612	1385.000	478.000	144.246	42.466	1.290	0.775	0.971
706	3298.250	0.744	77.878	1832.500	541.000	65.739	60.989	1.145	0.873	0.947
707	668.000	0.747	36.912	2776.000	503.500	65.171	27.828	1.382	0.724	0.925
708	786.750	0.744	38.425	2485.500	474.500	122.242	29.439	1.234	0.810	0.956
709	4994.500	0.795	93.698	2661.000	473.000	135.649	74.444	1.197	0.835	0.954
710	289.250	0.740	25.947	2877.500	495.000	64.916	16.263	1.653	0.605	0.923
711	423.000	0.651	36.531	2399.500	491.500	30.426	17.917	1.862	0.537	0.917
712	1704.000	0.773	59.670	114.500	533.000	85.675	37.310	1.521	0.658	0.968
713	5156.750	0.773	110.619	256.500	535.500	31.319	69.028	1.618	0.618	0.959
714	764.750	0.561	55.714	873.000	473.500	111.038	20.068	2.727	0.367	0.951
715	336.750	0.774	26.163	20.500	496.500	45.000	19.424	1.291	0.775	0.940
716	1377.250	0.685	55.832	1530.500	513.000	38.820	32.863	1.656	0.604	0.962
717	1117.250	0.660	50.601	962.000	526.000	78.024	35.500	1.470	0.680	0.906
718	594.000	0.780	34.015	1996.500	479.500	155.695	26.552	1.133	0.882	0.957
719	1611.000	0.704	71.021	2051.500	514.500	32.347	34.744	1.964	0.509	0.970
720	966.000	0.705	43.157	190.000	477.000	100.008	33.198	1.005	0.995	0.920
721	1120.750	0.749	48.283	1282.500	478.000	105.619	35.007	1.278	0.783	0.961
722	855.250	0.736	43.012	352.000	509.500	35.538	30.907	1.111	0.900	0.974
723	297.000	0.763	23.754	1623.000	497.000	30.343	18.314	1.082	0.925	0.938
724	586.250	0.799	34.340	2790.000	502.000	42.049	26.141	1.222	0.818	0.959
725	730.250	0.671	44.275	240.500	499.500	26.854	26.163	1.595	0.627	0.945
726	249.750	0.739	24.052	803.500	479.500	133.315	15.470	1.352	0.739	0.941
727	1189.000	0.709	55.902	2148.000	530.000	63.435	29.968	1.690	0.592	0.954
728	1503.750	0.816	52.280	2738.000	523.500	56.310	43.500	1.094	0.914	0.941
729	575.750	0.722	37.407	210.500	489.500	8.455	25.334	1.414	0.707	0.947
730	968.000	0.727	45.511	2354.000	494.500	1.259	27.932	1.742	0.574	0.916
731	555.750	0.660	36.773	1182.500	501.000	11.768	18.782	1.830	0.546	0.940
732	250.500	0.707	22.322	2548.000	486.000	164.407	17.846	1.036	0.965	0.922
733	1230.000	0.753	49.845	480.500	531.000	76.661	36.409	1.286	0.777	0.927
734	2600.250	0.798	69.543	2893.000	482.500	116.934	55.354	1.242	0.805	0.972
735	250.250	0.569	27.951	2643.500	508.500	63.435	15.803	1.770	0.565	0.906
736	1365.000	0.741	53.521	1033.000	527.500	29.678	39.438	1.241	0.806	0.945
737	1254.000	0.737	50.359	1304.000	513.500	6.843	32.351	1.475	0.678	0.965
738	641.250	0.757	34.677	378.000	510.000	47.337	27.297	1.225	0.816	0.954
739	548.000	0.755	34.558	500.000	487.500	121.390	20.000	1.558	0.642	0.963
740	1127.000	0.759	48.872	1644.500	486.000	138.318	30.505	1.479	0.676	0.959
741	279.250	0.561	29.436	45.000	514.000	69.102	15.683	1.677	0.596	0.929
742	3026.250	0.741	78.078	57.000	486.500	124.301	52.492	1.408	0.710	0.939
743	1216.000	0.754	51.696	2507.500	508.500	4.994	31.971	1.536	0.651	0.961
744	692.500	0.728	39.275	1348.500	489.000	158.334	26.213	1.418	0.705	0.947
745	510.000	0.700	36.359	2589.000	518.500	58.496	19.524	1.881	0.532	0.948
746	116.000	0.760	15.264	1733.500	489.000	121.608	12.633	1.048	0.954	0.924
747	316.000	0.665	28.504	2205.000	509.000	15.255	16.971	1.502	0.666	0.917
748	383.750	0.792	25.831	2259.500	490.000	104.574	21.441	1.144	0.874	0.935
749	42.000	0.722	10.440	2870.000	490.000	106.699	6.364	1.618	0.618	0.859
750	223.750	0.673	25.539	139.000	514.000	66.949	12.287	1.983	0.504	0.912
751	608.000	0.605	43.385	566.500	529.000	62.549	18.047	2.494	0.401	0.933
752	82.500	0.633	17.241	2856.500	492.500	150.461	8.132	2.362	0.423	0.892
753	900.000	0.779	43.966	210.000	491.000	107.199	32.000	1.285	0.778	0.964
754	276.500	0.850	21.932	929.500	507.000	46.848	18.000	1.117	0.896	0.966
755	229.500	0.617	24.130	2167.500	513.500	55.981	16.069	1.332	0.751	0.904
756	1111.250	0.786	49.510	2400.500	494.500	146.952	31.500	1.411	0.709	0.975
757	2138.750	0.718	67.685	769.000	550.000	57.366	44.359	1.510	0.662	0.959
758	407.500	0.825	27.295	2559.500	511.500	28.443	22.564	1.171	0.854	0.956
759	66.000	0.582	13.210	807.000	493.500	119.476	9.789	1.379	0.725	0.849
760	1034.750	0.792	43.832	2012.500	526.500	25.688	33.366	1.154	0.866	0.961
761	181.250	0.692	21.932	2846.500	514.000	65.772	10.901	1.883	0.531	0.903
762	1087.250	0.786	47.629	15.000	537.000	63.166	32.597	1.346	0.743	0.964
763	213.000	0.625	23.162	2332.500	498.000	166.264	12.619	1.863	0.537	0.906
764	564.750	0.709	34.311	1248.500	520.000	46.771	24.130	1.217	0.821	0.946
765	994.000	0.817	41.404	1222.500	532.000	47.447	35.747	1.074	0.931	0.969
766	2349.250	0.827	62.243	2085.000	536.000	5.069	51.780	1.210	0.826	0.975
767	787.750	0.768	40.153	2805.500	517.500	5.001	27.502	1.501	0.666	0.958
768	2739.000	0.807	66.703	149.000	562.000	75.235	58.448	1.097	0.911	0.974
769	1392.000	0.662	61.727	1590.500	510.500	166.414	34.651	1.605	0.623	0.922
770	88.500	0.695	15.403	1733.000	498.000	103.134	9.917	1.335	0.749	0.888
771	35.750	0.720	9.341	2610.500	504.000	15.524	6.806	1.170	0.855	0.849
772	450.750	0.742	30.733	2618.000	505.500	158.025	20.656	1.344	0.744	0.946
773	717.750	0.796	38.552	435.000	525.000	43.423	26.307	1.143	0.875	0.976
774	346.500	0.732	26.912	2309.500	514.000	35.166	18.886	1.398	0.715	0.944
775	377.250	0.781	27.372	816.000	526.000	80.538	22.185	1.127	0.887	0.949
776	710.500	0.783	40.028	238.500	540.500	87.852	23.500	1.580	0.633	0.970
777	90.000	0.743	15.240	2003.500	500.500	131.009	10.136	1.351	0.740	0.924
778	280.750	0.646	25.179	870.500	501.000	96.843	17.905	1.390	0.719	0.923
779	740.500	0.627	48.647	1147.500	523.500	12.465	20.373	2.170	0.461	0.948
780	508.000	0.774	31.820	2220.500	517.000	8.130	22.268	1.313	0.762	0.946
781	527.750	0.703	36.678	1070.000	523.000	27.613	22.420	1.497	0.668	0.936
782	2166.500	0.619	72.583	2862.500	502.000	109.309	41.769	1.717	0.583	0.863
783	1794.000	0.817	55.915	566.000	536.000	12.918	45.962	1.158	0.863	0.965
784	302.750	0.610	30.696	2775.500	513.000	12.225	11.777	2.724	0.367	0.941
785	2076.500	0.739	71.800	391.000	563.500	53.210	40.966	1.648	0.607	0.957
786	1099.000	0.651	54.279	1373.000	515.000	174.184	33.440	1.687	0.593	0.917
787	6005.000	0.770	99.067	1507.500	550.500	8.416	85.387	1.073	0.932	0.963
788	853.250	0.638	47.707	1173.000	530.500	33.024	23.756	1.924	0.520	0.946
789	2224.250	0.773	61.897	2353.500	505.000	96.494	45.893	1.314	0.761	0.954
790	2457.250	0.781	72.069	2581.000	569.000	60.945	46.327	1.497	0.668	0.977
791	258.250	0.703	25.000	2188.000	506.500	143.130	16.502	1.486	0.673	0.921
792	46.750	0.688	11.413	2267.500	515.000	28.811	5.957	1.862	0.537	0.866
793	96.750	0.733	15.556	1098.500	518.500	45.000	10.287	1.456	0.687	0.936
794	732.000	0.732	40.478	1112.000	506.500	107.987	26.012	1.389	0.720	0.955
795	141.500	0.644	18.601	1461.000	522.500	53.746	9.844	1.827	0.547	0.903
796	146.500	0.676	20.887	1728.500	507.500	101.041	12.680	1.520	0.658	0.904
797	741.000	0.633	45.310	895.000	527.500	22.036	22.958	1.851	0.540	0.940
798	1041.750	0.820	41.049	2480.000	523.500	177.207	35.193	1.064	0.940	0.965
799	20.500	0.662	7.159	519.000	515.500	77.905	5.305	1.324	0.755	0.832
800	559.000	0.742	35.419	2376.500	511.500	138.434	21.857	1.451	0.689	0.955
801	2069.000	0.753	67.847	1354.500	509.000	119.588	46.014	1.366	0.732	0.953
802	95.250	0.641	16.155	2205.000	510.000	158.199	10.381	1.547	0.647	0.890
803	1607.750	0.811	53.444	340.500	526.500	10.784	39.000	1.199	0.834	0.966
804	450.250	0.602	37.530	2266.500	516.000	177.709	16.817	1.957	0.511	0.903
805	787.500	0.681	44.060	938.000	511.500	117.728	26.808	1.378	0.726	0.955
806	622.250	0.831	35.014	2158.000	526.000	1.637	25.500	1.289	0.776	0.960
807	972.250	0.691	49.186	519.000	517.500	162.854	28.370	1.758	0.569	0.953
808	413.500	0.677	34.442	1986.500	535.000	39.699	15.342	2.267	0.441	0.934
809	1857.250	0.765	59.112	2522.000	524.000	144.293	48.148	1.145	0.874	0.962
810	359.500	0.759	26.500	2570.000	536.500	58.109	19.920	1.313	0.762	0.938
811	1279.500	0.742	47.186	2784.000	560.000	64.250	39.283	1.054	0.949	0.959
812	1651.250	0.778	53.956	1296.000	525.000	150.584	40.487	1.319	0.758	0.970
813	780.750	0.744	42.101	1420.000	534.500	15.852	29.002	1.383	0.723	0.962
814	2024.500	0.759	68.237	1445.500	558.500	24.687	44.612	1.481	0.675	0.973
815	704.750	0.689	37.313	2052.000	515.500	147.588	31.001	1.094	0.914	0.952
816	501.000	0.712	35.514	2245.000	545.000	54.744	18.398	1.748	0.572	0.942
817	2258.500	0.745	66.882	2307.500	515.500	108.299	43.380	1.559	0.642	0.939
818	372.000	0.725	30.270	502.500	516.500	120.801	18.802	1.689	0.592	0.948
819	2675.750	0.739	80.112	799.000	559.500	24.326	49.818	1.433	0.698	0.958
820	689.750	0.649	37.567	2050.500	516.500	99.964	31.380	1.135	0.881	0.945
821	1394.250	0.778	53.584	959.500	551.500	40.079	37.500	1.289	0.776	0.973
822	554.250	0.656	37.165	1008.000	544.500	47.726	26.795	1.334	0.750	0.959
823	585.750	0.627	39.386	45.000	517.500	98.027	21.611	1.783	0.561	0.935
824	38.250	0.589	11.236	1135.500	517.500	147.724	6.752	1.511	0.662	0.829
825	2319.500	0.801	62.859	2183.000	537.000	155.066	50.932	1.210	0.827	0.967
826	1169.750	0.773	48.304	2629.500	526.500	154.231	36.140	1.300	0.769	0.968
827	4447.000	0.766	95.343	1214.500	576.500	18.340	65.155	1.534	0.652	0.964
828	1112.000	0.766	50.403	1682.500	538.500	10.864	33.337	1.484	0.674	0.959
829	160.250	0.683	18.200	1672.500	526.500	15.945	13.924	1.288	0.776	0.903
830	823.250	0.730	49.702	1079.500	559.500	53.591	25.927	1.923	0.520	0.966
831	1092.000	0.670	55.543	194.500	521.000	113.334	32.700	1.645	0.608	0.917
832	180.250	0.706	22.192	2434.000	525.000	165.651	12.254	1.861	0.537	0.920
833	5252.750	0.779	99.067	2791.500	610.500	62.659	74.190	1.298	0.771	0.968
834	551.000	0.719	33.615	482.000	532.000	157.249	25.110	1.194	0.837	0.944
835	1220.500	0.769	50.000	619.500	545.000	16.260	31.494	1.462	0.684	0.968
836	1588.250	0.814	53.956	881.500	523.500	97.454	42.304	1.211	0.826	0.966
837	1278.750	0.754	54.500	1033.000	529.000	146.602	35.956	1.348	0.742	0.969
838	2803.500	0.787	71.002	434.500	526.000	127.273	56.099	1.194	0.838	0.958
839	1174.250	0.822	44.207	1129.500	563.500	43.625	36.213	1.208	0.828	0.964
840	714.500	0.647	44.003	2456.500	529.000	143.781	25.760	1.809	0.553	0.947
841	6738.500	0.730	120.980	1578.000	590.500	17.312	76.031	1.584	0.631	0.948
842	134.000	0.698	17.000	1880.500	539.500	61.928	11.149	1.416	0.706	0.901
843	2719.000	0.814	69.487	2737.000	524.500	122.661	56.298	1.210	0.827	0.974
844	724.000	0.792	40.636	2404.500	525.000	161.342	26.415	1.547	0.647	0.970
845	549.250	0.690	38.746	1207.000	563.500	72.734	22.862	1.668	0.600	0.948
846	264.000	0.752	22.322	2143.500	542.000	15.593	18.114	1.155	0.866	0.917
847	1096.750	0.724	53.649	2241.500	563.500	39.327	31.769	1.640	0.610	0.962
848	3159.750	0.743	79.223	283.500	581.500	35.496	57.458	1.439	0.695	0.946
849	657.500	0.733	40.265	1993.000	554.500	24.974	22.627	1.646	0.607	0.948
850	1025.500	0.780	43.417	669.000	531.000	118.926	31.884	1.314	0.761	0.963
851	31.250	0.533	10.689	224.000	533.000	169.216	5.803	1.700	0.588	0.831
852	158.500	0.653	20.125	1162.000	547.500	63.435	12.349	1.451	0.689	0.914
853	1266.750	0.743	51.091	1031.500	530.000	101.860	32.614	1.417	0.706	0.962
854	593.250	0.659	40.265	2284.000	530.000	118.156	22.319	1.870	0.535	0.947
855	2197.250	0.755	62.795	1732.000	530.500	110.022	53.020	1.163	0.860	0.946
856	1134.750	0.797	47.257	105.500	572.000	60.180	36.600	1.175	0.851	0.966
857	920.750	0.747	43.932	1843.000	562.000	41.309	29.716	1.484	0.674	0.961
858	171.250	0.828	19.849	222.500	535.000	139.086	13.243	1.356	0.738	0.952
859	2009.000	0.712	61.192	1389.000	569.000	22.584	48.636	1.079	0.927	0.941
860	406.000	0.750	27.577	1880.500	540.500	135.000	21.018	1.130	0.885	0.947
861	326.750	0.726	27.115	1975.500	560.500	67.218	17.690	1.527	0.655	0.926
862	1519.250	0.741	58.310	515.500	544.500	174.094	36.145	1.480	0.675	0.966
863	1662.500	0.784	54.884	2388.000	588.500	73.051	40.390	1.278	0.783	0.967
864	1903.000	0.839	58.758	239.000	541.500	137.759	44.901	1.242	0.805	0.974
865	476.500	0.703	36.003	919.000	572.000	80.407	18.895	1.756	0.569	0.943
866	774.000	0.677	47.035	926.000	536.500	133.708	25.281	1.677	0.596	0.958
867	127.500	0.666	18.554	2071.500	548.500	14.036	10.444	1.562	0.640	0.896
868	2080.000	0.758	63.712	1170.500	600.500	81.425	43.126	1.548	0.646	0.939
869	286.000	0.743	24.990	2433.500	552.000	19.885	16.573	1.363	0.733	0.937
870	202.750	0.617	23.409	2570.000	537.500	109.983	13.467	1.965	0.509	0.920
871	1048.000	0.832	44.593	8.500	545.500	149.697	30.052	1.460	0.685	0.967
872	137.000	0.656	20.597	2163.000	539.500	174.428	9.500	2.200	0.455	0.936
873	197.000	0.668	22.361	2517.500	539.500	100.305	11.979	1.982	0.505	0.925
874	1239.000	0.657	53.465	2675.000	548.000	155.113	32.223	1.542	0.649	0.958
875	744.500	0.790	37.796	1805.500	561.500	27.582	27.083	1.227	0.815	0.956
876	120.500	0.477	21.708	1901.000	559.500	38.454	11.881	1.808	0.553	0.862
877	734.250	0.829	34.630	1108.500	542.500	94.970	29.239	1.151	0.868	0.958
878	1365.000	0.754	52.576	2107.000	575.500	32.179	37.471	1.269	0.788	0.964
879	409.000	0.671	34.688	2175.000	576.000	74.962	17.735	1.997	0.501	0.938
880	415.250	0.693	32.388	2504.500	575.000	81.119	20.035	1.501	0.666	0.935
881	2070.250	0.776	63.549	2007.500	561.000	169.574	43.303	1.447	0.691	0.971
882	452.750	0.716	32.608	2151.000	574.500	54.360	18.654	1.661	0.602	0.948
883	4073.250	0.760	84.906	2458.000	545.000	122.005	69.322	1.206	0.829	0.952
884	317.500	0.618	29.108	513.500	545.500	94.927	13.199	2.133	0.469	0.926
885	85.250	0.535	19.026	608.500	554.000	3.013	8.500	2.039	0.490	0.911
886	1064.000	0.645	52.738	2070.500	571.000	21.701	28.192	1.835	0.545	0.920
887	1516.500	0.756	58.620	2887.000	571.000	8.337	34.191	1.670	0.599	0.968
888	1281.250	0.764	47.637	980.500	555.500	154.511	39.713	1.105	0.905	0.945
889	429.750	0.670	34.677	1900.500	572.000	28.413	16.172	2.068	0.484	0.937
890	92.750	0.576	16.771	280.000	548.000	169.695	10.796	1.535	0.651	0.873
891	5446.250	0.811	103.804	1253.500	630.500	37.367	72.102	1.412	0.708	0.976
892	433.750	0.713	30.083	2656.500	561.000	164.578	24.084	1.239	0.807	0.940
893	172.000	0.785	19.812	224.000	563.500	47.045	12.646	1.285	0.778	0.967
894	51.250	0.592	12.748	2058.000	554.500	25.560	8.081	1.460	0.685	0.852
895	315.000	0.760	25.894	1949.000	557.000	169.992	17.529	1.381	0.724	0.933
896	3107.750	0.806	71.891	149.500	564.000	156.644	60.737	1.178	0.849	0.954
897	2005.000	0.768	64.413	340.500	595.000	27.759	46.969	1.323	0.756	0.956
898	2251.500	0.822	62.901	574.000	551.000	113.916	53.636	1.168	0.857	0.975
899	485.250	0.507	46.567	749.500	562.500	3.077	19.708	2.287	0.437	0.924
900	1098.750	0.797	44.635	1479.500	576.500	12.947	30.536	1.401	0.714	0.965
901	405.500	0.687	31.101	2522.500	560.500	175.389	20.127	1.572	0.636	0.930
902	561.750	0.793	32.962	1867.000	566.500	170.395	23.433	1.278	0.782	0.950
903	457.750	0.742	30.232	50.000	557.500	145.784	19.891	1.498	0.668	0.947
904	332.500	0.596	32.206	76.000	557.000	152.241	17.826	1.763	0.567	0.927
905	918.000	0.788	39.614	499.000	592.000	85.657	32.328	1.115	0.897	0.960
906	2113.000	0.717	67.604	702.500	558.500	143.723	45.401	1.390	0.719	0.950
907	356.000	0.713	30.220	959.000	553.000	128.956	20.291	1.311	0.763	0.946
908	175.500	0.696	22.204	1328.500	558.000	172.235	12.966	1.486	0.673	0.915
909	1330.000	0.728	53.537	2404.500	589.500	34.729	31.315	1.640	0.610	0.965
910	528.500	0.693	35.627	2621.500	566.000	175.170	20.031	1.722	0.581	0.942
911	528.500	0.662	35.132	399.000	575.500	24.376	24.960	1.586	0.630	0.905
912	2679.250	0.805	72.007	607.500	555.000	152.723	49.470	1.361	0.735	0.982
913	368.000	0.721	29.334	1694.500	555.500	119.624	18.817	1.591	0.629	0.940
914	939.000	0.747	45.853	1972.500	566.000	154.832	30.690	1.385	0.722	0.956
915	80.500	0.760	14.213	1087.500	567.500	50.711	9.000	1.255	0.797	0.961
916	158.250	0.661	23.633	1200.000	556.500	96.072	9.500	2.266	0.441	0.932
917	2162.250	0.839	60.782	1931.000	616.000	74.249	49.489	1.142	0.876	0.977
918	1974.250	0.741	69.002	1754.500	590.500	13.835	45.937	1.410	0.709	0.969
919	618.500	0.709	37.047	1042.500	580.500	31.759	25.321	1.233	0.811	0.935
920	455.500	0.752	31.016	700.500	559.000	110.772	20.553	1.374	0.728	0.958
921	988.750	0.612	57.140	1432.500	594.000	32.856	29.571	1.881	0.532	0.955
922	2815.750	0.719	86.123	2521.000	626.000	49.002	49.828	1.667	0.600	0.938
923	3479.750	0.767	79.577	827.000	572.500	129.391	60.810	1.210	0.826	0.950
924	254.750	0.642	23.505	127.500	572.500	23.839	19.434	1.102	0.908	0.909
925	2952.500	0.786	73.164	758.000	599.500	21.656	54.598	1.348	0.742	0.946
926	67.500	0.749	13.210	1075.000	561.000	150.524	6.500	1.644	0.608	0.973
927	77.500	0.626	15.692	1208.000	574.500	59.349	7.466	2.019	0.495	0.901
928	1595.250	0.732	62.516	1338.000	605.500	30.256	41.424	1.414	0.707	0.969
929	1067.250	0.763	44.500	2177.000	576.000	154.011	29.405	1.418	0.705	0.962
930	306.250	0.661	26.856	2267.500	586.500	65.821	18.412	1.468	0.681	0.920
931	796.500	0.791	42.006	2515.500	562.500	98.902	29.870	1.347	0.742	0.956
932	183.500	0.678	22.142	431.500	563.000	96.483	14.085	1.477	0.677	0.914
933	2057.500	0.786	58.363	2329.500	579.500	170.134	48.977	1.157	0.865	0.959
934	838.000	0.715	47.215	1832.000	574.000	174.531	26.898	1.702	0.588	0.953
935	1152.250	0.753	49.503	888.500	577.500	156.801	33.526	1.397	0.716	0.961
936	1719.000	0.806	54.500	2221.500	572.000	146.602	46.314	1.133	0.883	0.963
937	372.750	0.744	28.640	78.000	565.000	135.707	21.278	1.193	0.839	0.948
938	119.250	0.629	19.981	223.500	565.000	148.299	9.843	2.120	0.472	0.931
939	1407.500	0.738	55.579	1128.500	565.000	98.276	36.618	1.503	0.665	0.949
940	93.000	0.682	15.435	1142.500	567.500	155.095	10.114	1.402	0.713	0.908
941	769.500	0.733	37.885	2859.000	566.500	112.504	27.381	1.221	0.819	0.954
942	622.000	0.725	35.934	921.000	573.000	158.791	27.269	1.336	0.748	0.950
943	1392.250	0.827	49.649	2268.000	601.500	27.597	39.196	1.294	0.773	0.969
944	765.500	0.738	41.049	1956.500	569.500	145.923	28.763	1.446	0.691	0.951
945	725.250	0.724	41.283	2598.000	584.500	11.174	27.224	1.448	0.691	0.955
946	2021.250	0.808	62.550	1077.000	569.000	129.161	47.094	1.273	0.786	0.981
947	1073.500	0.787	45.305	31.500	578.500	169.186	33.280	1.422	0.703	0.964
948	144.000	0.644	19.474	216.500	585.000	29.197	11.864	1.416	0.706	0.922
949	2059.500	0.733	61.814	2621.000	598.500	9.310	49.540	1.225	0.816	0.930
950	515.500	0.733	35.598	2678.500	574.500	150.555	19.441	1.691	0.591	0.956
951	382.750	0.715	27.586	514.500	576.000	133.531	20.693	1.194	0.838	0.945
952	324.750	0.805	24.622	674.500	570.500	113.962	17.500	1.306	0.766	0.960
953	569.500	0.709	37.047	955.500	573.500	158.629	19.836	1.811	0.552	0.949
954	237.750	0.784	21.260	2581.000	570.500	138.814	16.000	1.161	0.862	0.946
955	44.000	0.581	11.885	97.000	571.000	104.621	6.825	1.754	0.570	0.846
956	1659.750	0.715	64.925	2710.500	575.000	122.099	38.950	1.522	0.657	0.921
957	151.500	0.568	22.344	2879.500	592.500	40.462	11.913	1.979	0.505	0.888
958	1559.250	0.774	51.225	105.500	573.000	128.660	43.905	1.173	0.852	0.937
959	506.250	0.710	34.355	1676.000	605.000	68.663	19.072	1.818	0.550	0.939
960	231.250	0.793	21.915	1894.000	592.500	55.222	15.509	1.310	0.763	0.939
961	1356.500	0.744	52.312	2072.500	611.000	31.715	38.000	1.353	0.739	0.969
962	683.500	0.722	41.815	2138.500	595.500	26.259	24.000	1.618	0.618	0.954
963	1199.750	0.731	52.139	535.500	577.000	114.353	32.746	1.660	0.603	0.964
964	183.250	0.644	22.361	1153.000	597.000	79.695	11.131	2.100	0.476	0.930
965	710.000	0.749	36.912	1207.500	575.000	98.569	23.953	1.380	0.724	0.956
966	127.750	0.749	17.889	1815.000	583.000	26.565	11.210	1.478	0.677	0.915
967	5901.250	0.759	105.425	1329.500	624.000	15.684	83.245	1.272	0.786	0.928
968	2024.250	0.724	66.867	1484.500	601.000	173.991	44.215	1.504	0.665	0.925
969	1161.750	0.788	46.755	216.500	586.000	138.468	33.760	1.381	0.724	0.968
970	6577.000	0.644	126.590	343.000	674.000	44.040	76.615	1.925	0.519	0.881
971	657.000	0.700	41.584	1001.500	594.000	18.217	22.125	1.757	0.569	0.951
972	576.250	0.701	39.655	443.000	577.000	95.064	21.000	1.941	0.515	0.959
973	502.500	0.775	30.265	1459.500	586.500	172.405	24.156	1.107	0.904	0.948
974	559.250	0.717	35.532	1859.000	593.500	166.159	23.385	1.539	0.650	0.956
975	3311.000	0.787	82.526	2894.000	655.500	64.522	56.234	1.398	0.715	0.961
976	599.250	0.780	35.556	2312.500	612.000	64.156	23.909	1.541	0.649	0.962
977	3696.750	0.704	90.512	1004.500	650.000	44.552	61.518	1.509	0.663	0.926
978	2550.500	0.771	66.851	1690.500	615.500	21.961	51.967	1.104	0.906	0.963
979	728.250	0.728	37.232	1826.000	588.000	157.913	29.845	1.097	0.912	0.926
980	2046.500	0.773	64.008	255.000	588.000	151.032	45.797	1.375	0.727	0.963
981	1995.500	0.810	61.166	447.000	625.500	32.651	46.743	1.191	0.840	0.977
982	1112.250	0.765	44.969	1791.500	618.500	41.845	33.321	1.267	0.790	0.943
983	434.750	0.742	31.662	2109.000	599.000	15.573	22.274	1.276	0.784	0.936
984	1304.250	0.771	47.802	2749.000	589.500	142.651	40.226	1.035	0.967	0.951
985	849.000	0.722	42.851	2583.500	602.500	168.559	23.860	1.734	0.577	0.952
986	1794.750	0.827	57.489	54.500	604.000	166.931	41.500	1.314	0.761	0.975
987	1898.000	0.693	70.564	507.000	657.000	87.563	41.763	1.532	0.653	0.971
988	1194.000	0.729	49.649	1990.000	608.000	18.800	40.177	1.138	0.879	0.960
989	2928.000	0.781	76.904	915.000	647.000	36.274	54.394	1.353	0.739	0.963
990	2039.250	0.768	64.498	983.500	651.000	82.875	41.236	1.489	0.671	0.971
991	1731.750	0.779	59.298	1430.000	639.000	61.274	42.675	1.220	0.819	0.967
992	396.250	0.759	28.040	1906.000	588.000	93.066	18.822	1.427	0.701	0.938
993	1308.500	0.712	55.376	2022.500	623.500	39.872	35.938	1.417	0.706	0.962
994	2261.000	0.784	63.026	642.000	604.500	148.958	48.331	1.131	0.884	0.971
995	1682.250	0.770	58.181	690.500	589.000	114.362	42.169	1.344	0.744	0.971
996	1749.000	0.808	59.129	1214.000	637.000	48.085	39.424	1.356	0.738	0.979
997	50.000	0.605	12.042	1689.500	598.500	41.634	7.157	1.936	0.516	0.839
998	321.250	0.664	30.537	2171.500	597.000	177.184	17.149	1.970	0.508	0.925
999	1069.000	0.808	45.235	2374.000	612.000	13.422	34.710	1.170	0.855	0.962
1000	1226.250	0.815	47.101	2681.000	630.500	52.765	35.907	1.183	0.845	0.965
1001	782.500	0.722	42.252	1552.000	597.000	159.206	23.768	1.617	0.618	0.961
1002	1719.750	0.717	57.055	1741.000	642.500	41.091	44.185	1.172	0.853	0.967
1003	803.000	0.792	38.659	2852.500	591.500	95.194	28.733	1.225	0.816	0.964
1004	1255.500	0.742	52.655	195.000	604.000	149.783	34.830	1.504	0.665	0.964
1005	103.000	0.606	19.704	1979.500	609.500	54.293	10.104	1.799	0.556	0.890
1006	321.500	0.640	32.280	2511.000	594.500	106.189	16.449	1.764	0.567	0.930
1007	91.750	0.657	16.125	325.000	604.000	29.745	6.980	2.273	0.440	0.915
1008	584.500	0.756	35.440	1141.500	619.000	16.390	22.784	1.510	0.662	0.947
1009	1468.000	0.799	56.225	2123.500	617.000	9.211	32.404	1.700	0.588	0.974
1010	847.250	0.714	41.967	2202.500	598.500	158.325	32.598	1.179	0.849	0.958
1011	176.500	0.625	21.829	142.000	618.000	69.905	13.458	1.668	0.600	0.901
1012	459.500	0.798	30.956	1652.000	624.000	58.878	22.575	1.256	0.796	0.953
1013	119.000	0.686	18.601	312.000	613.000	53.746	11.783	1.512	0.661	0.928
